indicator,trades,winning_trades,losing_trades,win_rate,profit,avg_profit,avg_win,avg_loss,max_drawdown,profit_factor,symbol
SMA,3,1.0,2.0,33.33333333333333,-21.6649169921875,-7.221638997395833,10.391357421875,-16.02813720703125,32.0562744140625,0.6483197197311552,SBIN
EMA,3,2.0,1.0,66.66666666666666,6.176025390625,2.0586751302083335,16.028167724609375,-25.88031005859375,25.88031005859375,0.6193189992052318,SBIN
RSI,2,1.0,1.0,50.0,-8.876763916015648,-4.438381958007824,7.543524169921852,-16.4202880859375,16.4202880859375,0.45940266884733905,SBIN
MACD,8,2.0,6.0,25.0,-59.89764404296875,-7.487205505371094,13.87152099609375,-14.606781005859375,65.77923583984375,0.949663104453289,SBIN
MFI,1,0.0,1.0,0.0,-13.92047119140625,-13.92047119140625,0.0,-13.92047119140625,13.92047119140625,0.0,SBIN
Keltner,2,1.0,1.0,50.0,-37.462780761718705,-18.731390380859352,7.0435668945312955,-44.50634765625,44.50634765625,0.15825982731571486,SBIN
ADX,3,2.0,1.0,66.66666666666666,14.533209228515602,4.844403076171868,26.6523468017578,-38.771484375,38.771484375,0.6874213673114702,SBIN
Red_Candle,10,7.0,3.0,70.0,12.00872802734375,1.200872802734375,7.226309640066964,-12.858479817708334,35.34039306640625,0.5619878665684178,SBIN
Supertrend,0,,,0.0,0.0,,,,,,SBIN
